,sample_0,sample_1,raw_score,corrected_score,normalized_score,resampled
0,virtsim_19_0,virtsim_30_1,12,1.5,-0.005,False
1,virtsim_19_0,virtsim_30_3,12,1.5,-0.005,False
2,virtsim_19_0,virtsim_64_2,11,1.38,-0.065,False
3,virtsim_19_0,virtsim_64_3,13,1.63,0.06,False
4,virtsim_19_0,virtsim_45_1,10,1.25,-0.13,False
5,virtsim_19_0,virtsim_17_1,11,1.38,-0.065,False
6,virtsim_19_0,virtsim_29_3,14,1.75,0.12,False
7,virtsim_19_0,virtsim_29_1,14,1.75,0.12,False
8,virtsim_19_0,virtsim_62_1,11,1.38,-0.065,False
9,virtsim_19_0,virtsim_73_3,11,1.38,-0.065,False
10,virtsim_19_0,virtsim_74_2,14,1.75,0.12,False
11,virtsim_19_0,virtsim_74_4,14,1.75,0.12,False
12,virtsim_19_0,virtsim_92_1,13,1.63,0.06,False
13,virtsim_19_0,virtsim_38_2,13,1.63,0.06,False
14,virtsim_19_0,virtsim_38_4,13,1.63,0.06,False
15,virtsim_19_0,virtsim_24_2,13,1.63,0.06,False
16,virtsim_19_0,virtsim_24_3,13,1.63,0.06,False
17,virtsim_19_0,virtsim_26_3,12,1.5,-0.005,False
18,virtsim_19_0,virtsim_77_3,13,1.63,0.06,False
19,virtsim_19_0,virtsim_24_4,13,1.63,0.06,False
20,virtsim_19_0,virtsim_79_1,9,1.13,-0.19,False
21,virtsim_19_0,virtsim_79_3,10,1.25,-0.13,False
22,virtsim_19_0,virtsim_34_4,13,1.63,0.06,False
23,virtsim_19_0,virtsim_34_1,13,1.63,0.06,False
24,virtsim_19_0,virtsim_65_4,14,1.75,0.12,False
25,virtsim_19_0,virtsim_65_2,14,1.75,0.12,False
26,virtsim_19_0,virtsim_37_1,11,1.38,-0.065,False
27,virtsim_19_0,virtsim_16_4,12,1.5,-0.005,False
28,virtsim_19_0,virtsim_37_4,11,1.38,-0.065,False
29,virtsim_19_0,virtsim_96_3,10,1.25,-0.13,False
30,virtsim_19_0,virtsim_96_4,10,1.25,-0.13,False
31,virtsim_19_0,virtsim_28_4,12,1.5,-0.005,False
32,virtsim_19_0,virtsim_14_2,15,1.88,0.185,False
33,virtsim_19_0,virtsim_28_1,12,1.5,-0.005,False
34,virtsim_19_0,virtsim_94_1,15,1.88,0.185,False
35,virtsim_19_0,virtsim_73_2,9,1.13,-0.19,False
36,virtsim_19_0,virtsim_69_2,12,1.5,-0.005,False
37,virtsim_19_0,virtsim_69_1,12,1.5,-0.005,False
38,virtsim_19_0,virtsim_92_2,14,1.75,0.12,False
39,virtsim_19_0,virtsim_1_1,13,1.63,0.06,False
40,virtsim_19_0,virtsim_1_2,13,1.63,0.06,False
41,virtsim_19_0,virtsim_75_3,13,1.63,0.06,False
42,virtsim_19_0,virtsim_1_4,13,1.63,0.06,False
43,virtsim_19_0,virtsim_25_3,12,1.5,-0.005,False
44,virtsim_19_0,virtsim_25_1,12,1.5,-0.005,False
45,virtsim_19_0,virtsim_53_4,11,1.38,-0.065,False
46,virtsim_19_0,virtsim_60_4,13,1.63,0.06,False
47,virtsim_19_0,virtsim_54_4,13,1.63,0.06,False
48,virtsim_19_0,virtsim_59_1,14,1.75,0.12,False
49,virtsim_19_0,virtsim_98_2,13,1.63,0.06,False
50,virtsim_19_0,virtsim_88_4,12,1.5,-0.005,False
51,virtsim_19_0,virtsim_78_3,9,1.13,-0.19,False
52,virtsim_19_0,virtsim_45_2,11,1.38,-0.065,False
53,virtsim_19_0,virtsim_57_3,13,1.63,0.06,False
54,virtsim_19_0,virtsim_61_2,12,1.5,-0.005,False
55,virtsim_19_0,virtsim_12_2,13,1.63,0.06,False
56,virtsim_19_0,virtsim_35_2,14,1.75,0.12,False
57,virtsim_19_0,virtsim_55_3,13,1.63,0.06,False
58,virtsim_19_0,virtsim_18_1,12,1.5,-0.005,False
59,virtsim_19_0,virtsim_55_1,13,1.63,0.06,False
60,virtsim_19_0,virtsim_84_4,16,2.0,0.245,False
61,virtsim_19_0,virtsim_84_1,15,1.88,0.185,False
62,virtsim_19_0,virtsim_44_1,13,1.63,0.06,False
63,virtsim_19_0,virtsim_90_3,11,1.38,-0.065,False
64,virtsim_19_0,virtsim_47_3,13,1.63,0.06,False
65,virtsim_19_0,virtsim_11_4,10,1.25,-0.13,False
66,virtsim_19_0,virtsim_90_4,13,1.63,0.06,False
67,virtsim_19_0,virtsim_49_4,12,1.5,-0.005,False
68,virtsim_19_0,virtsim_27_2,14,1.75,0.12,False
69,virtsim_19_0,virtsim_86_4,12,1.5,-0.005,False
70,virtsim_19_0,virtsim_41_2,11,1.38,-0.065,False
71,virtsim_19_0,virtsim_5_1,12,1.5,-0.005,False
72,virtsim_19_0,virtsim_5_3,12,1.5,-0.005,False
73,virtsim_19_0,virtsim_27_4,14,1.75,0.12,False
74,virtsim_19_0,virtsim_27_1,14,1.75,0.12,False
75,virtsim_19_0,virtsim_95_1,10,1.25,-0.13,False
76,virtsim_19_0,virtsim_43_2,12,1.5,-0.005,False
77,virtsim_19_0,virtsim_2_3,15,1.88,0.185,False
78,virtsim_19_0,virtsim_93_4,10,1.25,-0.13,False
79,virtsim_19_0,virtsim_68_3,12,1.5,-0.005,False
80,virtsim_19_0,virtsim_68_4,10,1.25,-0.13,False
81,virtsim_19_0,virtsim_93_3,11,1.38,-0.065,False
82,virtsim_19_0,virtsim_16_2,12,1.5,-0.005,False
83,virtsim_19_0,virtsim_12_4,13,1.63,0.06,False
84,virtsim_19_0,virtsim_50_2,14,1.75,0.12,False
85,virtsim_19_0,virtsim_89_1,11,1.38,-0.065,False
86,virtsim_19_0,virtsim_89_2,11,1.38,-0.065,False
87,virtsim_19_0,virtsim_89_4,11,1.38,-0.065,False
88,virtsim_19_0,virtsim_99_2,14,1.75,0.12,False
89,virtsim_19_0,virtsim_99_3,14,1.75,0.12,False
90,virtsim_19_0,virtsim_56_1,12,1.5,-0.005,False
91,virtsim_19_0,virtsim_56_3,10,1.25,-0.13,False
92,virtsim_19_0,virtsim_80_3,14,1.75,0.12,False
93,virtsim_19_0,virtsim_80_4,14,1.75,0.12,False
94,virtsim_19_0,virtsim_45_3,9,1.13,-0.19,False
95,virtsim_19_0,virtsim_60_3,13,1.63,0.06,False
96,virtsim_19_0,virtsim_82_3,13,1.63,0.06,False
97,virtsim_19_0,virtsim_13_3,13,1.63,0.06,False
98,virtsim_19_0,virtsim_8_1,11,1.38,-0.065,False
99,virtsim_19_0,virtsim_8_3,10,1.25,-0.13,False
100,virtsim_19_0,virtsim_8_2,10,1.25,-0.13,False
101,virtsim_19_0,virtsim_6_2,11,1.38,-0.065,False
102,virtsim_19_0,virtsim_46_4,10,1.25,-0.13,False
103,virtsim_19_0,virtsim_31_4,13,1.63,0.06,False
104,virtsim_19_0,virtsim_46_3,9,1.13,-0.19,False
105,virtsim_19_0,virtsim_40_1,10,1.25,-0.13,False
106,virtsim_19_0,virtsim_40_2,10,1.25,-0.13,False
107,virtsim_19_0,virtsim_4_2,9,1.13,-0.19,False
108,virtsim_19_0,virtsim_52_1,13,1.63,0.06,False
109,virtsim_19_0,virtsim_2_4,14,1.75,0.12,False
110,virtsim_19_0,virtsim_42_4,11,1.38,-0.065,False
111,virtsim_19_0,virtsim_39_1,10,1.25,-0.13,False
112,virtsim_19_0,virtsim_39_2,13,1.63,0.06,False
113,virtsim_19_0,virtsim_23_2,13,1.63,0.06,False
114,virtsim_19_0,virtsim_70_1,14,1.75,0.12,False
115,virtsim_19_0,virtsim_81_2,12,1.5,-0.005,False
116,virtsim_19_0,virtsim_21_3,12,1.5,-0.005,False
117,virtsim_19_0,virtsim_21_1,12,1.5,-0.005,False
118,virtsim_19_0,virtsim_83_4,14,1.75,0.12,False
119,virtsim_19_0,virtsim_85_2,11,1.38,-0.065,False
120,virtsim_30_0,virtsim_30_3,3,0.38,-0.565,True
121,virtsim_30_0,virtsim_64_2,15,1.88,0.185,False
122,virtsim_30_0,virtsim_64_3,15,1.88,0.185,False
123,virtsim_30_0,virtsim_45_1,12,1.5,-0.005,False
124,virtsim_30_0,virtsim_17_1,13,1.63,0.06,False
125,virtsim_30_0,virtsim_29_3,14,1.75,0.12,False
126,virtsim_30_0,virtsim_29_1,13,1.63,0.06,False
127,virtsim_30_0,virtsim_62_1,13,1.63,0.06,False
128,virtsim_30_0,virtsim_73_3,13,1.63,0.06,False
129,virtsim_30_0,virtsim_74_2,11,1.38,-0.065,False
130,virtsim_30_0,virtsim_74_4,11,1.38,-0.065,False
131,virtsim_30_0,virtsim_92_1,12,1.5,-0.005,False
132,virtsim_30_0,virtsim_38_2,14,1.75,0.12,False
133,virtsim_30_0,virtsim_38_4,13,1.63,0.06,False
134,virtsim_30_0,virtsim_24_2,13,1.63,0.06,False
135,virtsim_30_0,virtsim_24_3,13,1.63,0.06,False
136,virtsim_30_0,virtsim_26_3,11,1.38,-0.065,False
137,virtsim_30_0,virtsim_77_3,11,1.38,-0.065,False
138,virtsim_30_0,virtsim_24_4,13,1.63,0.06,False
139,virtsim_30_0,virtsim_79_1,15,1.88,0.185,False
140,virtsim_30_0,virtsim_79_3,14,1.75,0.12,False
141,virtsim_30_0,virtsim_34_4,13,1.63,0.06,False
142,virtsim_30_0,virtsim_34_1,13,1.63,0.06,False
143,virtsim_30_0,virtsim_65_4,14,1.75,0.12,False
144,virtsim_30_0,virtsim_65_2,14,1.75,0.12,False
145,virtsim_30_0,virtsim_37_1,13,1.63,0.06,False
146,virtsim_30_0,virtsim_16_4,12,1.5,-0.005,False
147,virtsim_30_0,virtsim_37_4,11,1.38,-0.065,False
148,virtsim_30_0,virtsim_96_3,11,1.38,-0.065,False
149,virtsim_30_0,virtsim_96_4,11,1.38,-0.065,False
150,virtsim_30_0,virtsim_28_4,13,1.63,0.06,False
151,virtsim_30_0,virtsim_14_2,13,1.63,0.06,False
152,virtsim_30_0,virtsim_28_1,12,1.5,-0.005,False
153,virtsim_30_0,virtsim_94_1,14,1.75,0.12,False
154,virtsim_30_0,virtsim_73_2,14,1.75,0.12,False
155,virtsim_30_0,virtsim_69_2,13,1.63,0.06,False
156,virtsim_30_0,virtsim_69_1,14,1.75,0.12,False
157,virtsim_30_0,virtsim_92_2,12,1.5,-0.005,False
158,virtsim_30_0,virtsim_1_1,12,1.5,-0.005,False
159,virtsim_30_0,virtsim_1_2,11,1.38,-0.065,False
160,virtsim_30_0,virtsim_75_3,13,1.63,0.06,False
161,virtsim_30_0,virtsim_1_4,11,1.38,-0.065,False
162,virtsim_30_0,virtsim_25_3,14,1.75,0.12,False
163,virtsim_30_0,virtsim_25_1,14,1.75,0.12,False
164,virtsim_30_0,virtsim_53_4,12,1.5,-0.005,False
165,virtsim_30_0,virtsim_60_4,14,1.75,0.12,False
166,virtsim_30_0,virtsim_54_4,13,1.63,0.06,False
167,virtsim_30_0,virtsim_59_1,13,1.63,0.06,False
168,virtsim_30_0,virtsim_98_2,13,1.63,0.06,False
169,virtsim_30_0,virtsim_88_4,11,1.38,-0.065,False
170,virtsim_30_0,virtsim_78_3,14,1.75,0.12,False
171,virtsim_30_0,virtsim_45_2,13,1.63,0.06,False
172,virtsim_30_0,virtsim_57_3,13,1.63,0.06,False
173,virtsim_30_0,virtsim_61_2,14,1.75,0.12,False
174,virtsim_30_0,virtsim_12_2,13,1.63,0.06,False
175,virtsim_30_0,virtsim_35_2,12,1.5,-0.005,False
176,virtsim_30_0,virtsim_55_3,14,1.75,0.12,False
177,virtsim_30_0,virtsim_18_1,14,1.75,0.12,False
178,virtsim_30_0,virtsim_55_1,14,1.75,0.12,False
179,virtsim_30_0,virtsim_84_4,13,1.63,0.06,False
180,virtsim_30_0,virtsim_84_1,14,1.75,0.12,False
181,virtsim_30_0,virtsim_44_1,15,1.88,0.185,False
182,virtsim_30_0,virtsim_90_3,12,1.5,-0.005,False
183,virtsim_30_0,virtsim_47_3,12,1.5,-0.005,False
184,virtsim_30_0,virtsim_11_4,13,1.63,0.06,False
185,virtsim_30_0,virtsim_90_4,11,1.38,-0.065,False
186,virtsim_30_0,virtsim_49_4,12,1.5,-0.005,False
187,virtsim_30_0,virtsim_27_2,9,1.13,-0.19,False
188,virtsim_30_0,virtsim_86_4,11,1.38,-0.065,False
189,virtsim_30_0,virtsim_41_2,14,1.75,0.12,False
190,virtsim_30_0,virtsim_5_1,12,1.5,-0.005,False
191,virtsim_30_0,virtsim_5_3,12,1.5,-0.005,False
192,virtsim_30_0,virtsim_27_4,10,1.25,-0.13,False
193,virtsim_30_0,virtsim_27_1,11,1.38,-0.065,False
194,virtsim_30_0,virtsim_95_1,15,1.88,0.185,False
195,virtsim_30_0,virtsim_43_2,13,1.63,0.06,False
196,virtsim_30_0,virtsim_2_3,14,1.75,0.12,False
197,virtsim_30_0,virtsim_93_4,9,1.13,-0.19,False
198,virtsim_30_0,virtsim_68_3,11,1.38,-0.065,False
199,virtsim_30_0,virtsim_68_4,13,1.63,0.06,False
200,virtsim_30_0,virtsim_93_3,10,1.25,-0.13,False
201,virtsim_30_0,virtsim_16_2,12,1.5,-0.005,False
202,virtsim_30_0,virtsim_12_4,13,1.63,0.06,False
203,virtsim_30_0,virtsim_50_2,11,1.38,-0.065,False
204,virtsim_30_0,virtsim_89_1,13,1.63,0.06,False
205,virtsim_30_0,virtsim_89_2,14,1.75,0.12,False
206,virtsim_30_0,virtsim_89_4,14,1.75,0.12,False
207,virtsim_30_0,virtsim_99_2,13,1.63,0.06,False
208,virtsim_30_0,virtsim_99_3,12,1.5,-0.005,False
209,virtsim_30_0,virtsim_56_1,12,1.5,-0.005,False
210,virtsim_30_0,virtsim_56_3,13,1.63,0.06,False
211,virtsim_30_0,virtsim_80_3,12,1.5,-0.005,False
212,virtsim_30_0,virtsim_80_4,12,1.5,-0.005,False
213,virtsim_30_0,virtsim_45_3,10,1.25,-0.13,False
214,virtsim_30_0,virtsim_60_3,13,1.63,0.06,False
215,virtsim_30_0,virtsim_82_3,14,1.75,0.12,False
216,virtsim_30_0,virtsim_13_3,13,1.63,0.06,False
217,virtsim_30_0,virtsim_8_1,11,1.38,-0.065,False
218,virtsim_30_0,virtsim_8_3,12,1.5,-0.005,False
219,virtsim_30_0,virtsim_8_2,13,1.63,0.06,False
220,virtsim_30_0,virtsim_6_2,14,1.75,0.12,False
221,virtsim_30_0,virtsim_46_4,14,1.75,0.12,False
222,virtsim_30_0,virtsim_31_4,13,1.63,0.06,False
223,virtsim_30_0,virtsim_46_3,14,1.75,0.12,False
224,virtsim_30_0,virtsim_40_1,12,1.5,-0.005,False
225,virtsim_30_0,virtsim_40_2,12,1.5,-0.005,False
226,virtsim_30_0,virtsim_4_2,12,1.5,-0.005,False
227,virtsim_30_0,virtsim_52_1,13,1.63,0.06,False
228,virtsim_30_0,virtsim_2_4,15,1.88,0.185,False
229,virtsim_30_0,virtsim_42_4,13,1.63,0.06,False
230,virtsim_30_0,virtsim_39_1,12,1.5,-0.005,False
231,virtsim_30_0,virtsim_39_2,12,1.5,-0.005,False
232,virtsim_30_0,virtsim_23_2,11,1.38,-0.065,False
233,virtsim_30_0,virtsim_70_1,14,1.75,0.12,False
234,virtsim_30_0,virtsim_81_2,14,1.75,0.12,False
235,virtsim_30_0,virtsim_21_3,12,1.5,-0.005,False
236,virtsim_30_0,virtsim_21_1,13,1.63,0.06,False
237,virtsim_30_0,virtsim_83_4,13,1.63,0.06,False
238,virtsim_30_0,virtsim_85_2,12,1.5,-0.005,False
239,virtsim_17_0,virtsim_17_1,7,0.88,-0.315,True
240,virtsim_17_0,virtsim_29_3,11,1.38,-0.065,False
241,virtsim_17_0,virtsim_29_1,12,1.5,-0.005,False
242,virtsim_17_0,virtsim_62_1,10,1.25,-0.13,False
243,virtsim_17_0,virtsim_73_3,12,1.5,-0.005,False
244,virtsim_17_0,virtsim_74_2,13,1.63,0.06,False
245,virtsim_17_0,virtsim_74_4,13,1.63,0.06,False
246,virtsim_17_0,virtsim_92_1,14,1.75,0.12,False
247,virtsim_17_0,virtsim_38_2,13,1.63,0.06,False
248,virtsim_17_0,virtsim_38_4,13,1.63,0.06,False
249,virtsim_17_0,virtsim_24_2,13,1.63,0.06,False
250,virtsim_17_0,virtsim_24_3,12,1.5,-0.005,False
251,virtsim_17_0,virtsim_26_3,14,1.75,0.12,False
252,virtsim_17_0,virtsim_77_3,11,1.38,-0.065,False
253,virtsim_17_0,virtsim_24_4,13,1.63,0.06,False
254,virtsim_17_0,virtsim_79_1,12,1.5,-0.005,False
255,virtsim_17_0,virtsim_79_3,12,1.5,-0.005,False
256,virtsim_17_0,virtsim_34_4,11,1.38,-0.065,False
257,virtsim_17_0,virtsim_34_1,10,1.25,-0.13,False
258,virtsim_17_0,virtsim_65_4,12,1.5,-0.005,False
259,virtsim_17_0,virtsim_65_2,12,1.5,-0.005,False
260,virtsim_17_0,virtsim_37_1,13,1.63,0.06,False
261,virtsim_17_0,virtsim_16_4,9,1.13,-0.19,False
262,virtsim_17_0,virtsim_37_4,13,1.63,0.06,False
263,virtsim_17_0,virtsim_96_3,8,1.0,-0.255,False
264,virtsim_17_0,virtsim_96_4,9,1.13,-0.19,False
265,virtsim_17_0,virtsim_28_4,13,1.63,0.06,False
266,virtsim_17_0,virtsim_14_2,11,1.38,-0.065,False
267,virtsim_17_0,virtsim_28_1,13,1.63,0.06,False
268,virtsim_17_0,virtsim_94_1,15,1.88,0.185,False
269,virtsim_17_0,virtsim_73_2,12,1.5,-0.005,False
270,virtsim_17_0,virtsim_69_2,12,1.5,-0.005,False
271,virtsim_17_0,virtsim_69_1,11,1.38,-0.065,False
272,virtsim_17_0,virtsim_92_2,14,1.75,0.12,False
273,virtsim_17_0,virtsim_1_1,14,1.75,0.12,False
274,virtsim_17_0,virtsim_1_2,15,1.88,0.185,False
275,virtsim_17_0,virtsim_75_3,11,1.38,-0.065,False
276,virtsim_17_0,virtsim_1_4,14,1.75,0.12,False
277,virtsim_17_0,virtsim_25_3,11,1.38,-0.065,False
278,virtsim_17_0,virtsim_25_1,11,1.38,-0.065,False
279,virtsim_17_0,virtsim_53_4,13,1.63,0.06,False
280,virtsim_17_0,virtsim_60_4,13,1.63,0.06,False
281,virtsim_17_0,virtsim_54_4,13,1.63,0.06,False
282,virtsim_17_0,virtsim_59_1,13,1.63,0.06,False
283,virtsim_17_0,virtsim_98_2,13,1.63,0.06,False
284,virtsim_17_0,virtsim_88_4,13,1.63,0.06,False
285,virtsim_17_0,virtsim_78_3,15,1.88,0.185,False
286,virtsim_17_0,virtsim_45_2,11,1.38,-0.065,False
287,virtsim_17_0,virtsim_57_3,12,1.5,-0.005,False
288,virtsim_17_0,virtsim_61_2,11,1.38,-0.065,False
289,virtsim_17_0,virtsim_12_2,13,1.63,0.06,False
290,virtsim_17_0,virtsim_35_2,13,1.63,0.06,False
291,virtsim_17_0,virtsim_55_3,11,1.38,-0.065,False
292,virtsim_17_0,virtsim_18_1,14,1.75,0.12,False
293,virtsim_17_0,virtsim_55_1,11,1.38,-0.065,False
294,virtsim_17_0,virtsim_84_4,10,1.25,-0.13,False
295,virtsim_17_0,virtsim_84_1,10,1.25,-0.13,False
296,virtsim_17_0,virtsim_44_1,13,1.63,0.06,False
297,virtsim_17_0,virtsim_90_3,11,1.38,-0.065,False
298,virtsim_17_0,virtsim_47_3,13,1.63,0.06,False
299,virtsim_17_0,virtsim_11_4,12,1.5,-0.005,False
300,virtsim_17_0,virtsim_90_4,11,1.38,-0.065,False
301,virtsim_17_0,virtsim_49_4,15,1.88,0.185,False
302,virtsim_17_0,virtsim_27_2,14,1.75,0.12,False
303,virtsim_17_0,virtsim_86_4,11,1.38,-0.065,False
304,virtsim_17_0,virtsim_41_2,12,1.5,-0.005,False
305,virtsim_17_0,virtsim_5_1,12,1.5,-0.005,False
306,virtsim_17_0,virtsim_5_3,12,1.5,-0.005,False
307,virtsim_17_0,virtsim_27_4,13,1.63,0.06,False
308,virtsim_17_0,virtsim_27_1,13,1.63,0.06,False
309,virtsim_17_0,virtsim_95_1,12,1.5,-0.005,False
310,virtsim_17_0,virtsim_43_2,13,1.63,0.06,False
311,virtsim_17_0,virtsim_2_3,12,1.5,-0.005,False
312,virtsim_17_0,virtsim_93_4,11,1.38,-0.065,False
313,virtsim_17_0,virtsim_68_3,14,1.75,0.12,False
314,virtsim_17_0,virtsim_68_4,14,1.75,0.12,False
315,virtsim_17_0,virtsim_93_3,12,1.5,-0.005,False
316,virtsim_17_0,virtsim_16_2,9,1.13,-0.19,False
317,virtsim_17_0,virtsim_12_4,13,1.63,0.06,False
318,virtsim_17_0,virtsim_50_2,14,1.75,0.12,False
319,virtsim_17_0,virtsim_89_1,12,1.5,-0.005,False
320,virtsim_17_0,virtsim_89_2,12,1.5,-0.005,False
321,virtsim_17_0,virtsim_89_4,11,1.38,-0.065,False
322,virtsim_17_0,virtsim_99_2,12,1.5,-0.005,False
323,virtsim_17_0,virtsim_99_3,11,1.38,-0.065,False
324,virtsim_17_0,virtsim_56_1,11,1.38,-0.065,False
325,virtsim_17_0,virtsim_56_3,12,1.5,-0.005,False
326,virtsim_17_0,virtsim_80_3,10,1.25,-0.13,False
327,virtsim_17_0,virtsim_80_4,11,1.38,-0.065,False
328,virtsim_17_0,virtsim_45_3,12,1.5,-0.005,False
329,virtsim_17_0,virtsim_60_3,13,1.63,0.06,False
330,virtsim_17_0,virtsim_82_3,12,1.5,-0.005,False
331,virtsim_17_0,virtsim_13_3,13,1.63,0.06,False
332,virtsim_17_0,virtsim_8_1,15,1.88,0.185,False
333,virtsim_17_0,virtsim_8_3,15,1.88,0.185,False
334,virtsim_17_0,virtsim_8_2,15,1.88,0.185,False
335,virtsim_17_0,virtsim_6_2,13,1.63,0.06,False
336,virtsim_17_0,virtsim_46_4,13,1.63,0.06,False
337,virtsim_17_0,virtsim_31_4,12,1.5,-0.005,False
338,virtsim_17_0,virtsim_46_3,13,1.63,0.06,False
339,virtsim_17_0,virtsim_40_1,13,1.63,0.06,False
340,virtsim_17_0,virtsim_40_2,12,1.5,-0.005,False
341,virtsim_17_0,virtsim_4_2,13,1.63,0.06,False
342,virtsim_17_0,virtsim_52_1,13,1.63,0.06,False
343,virtsim_17_0,virtsim_2_4,13,1.63,0.06,False
344,virtsim_17_0,virtsim_42_4,12,1.5,-0.005,False
345,virtsim_17_0,virtsim_39_1,12,1.5,-0.005,False
346,virtsim_17_0,virtsim_39_2,13,1.63,0.06,False
347,virtsim_17_0,virtsim_23_2,14,1.75,0.12,False
348,virtsim_17_0,virtsim_70_1,12,1.5,-0.005,False
349,virtsim_17_0,virtsim_81_2,11,1.38,-0.065,False
350,virtsim_17_0,virtsim_21_3,12,1.5,-0.005,False
351,virtsim_17_0,virtsim_21_1,12,1.5,-0.005,False
352,virtsim_17_0,virtsim_83_4,11,1.38,-0.065,False
353,virtsim_17_0,virtsim_85_2,12,1.5,-0.005,False
354,virtsim_29_0,virtsim_62_1,10,1.25,-0.13,False
355,virtsim_29_0,virtsim_73_3,11,1.38,-0.065,False
356,virtsim_29_0,virtsim_74_2,13,1.63,0.06,False
357,virtsim_29_0,virtsim_74_4,13,1.63,0.06,False
358,virtsim_29_0,virtsim_92_1,12,1.5,-0.005,False
359,virtsim_29_0,virtsim_38_2,12,1.5,-0.005,False
360,virtsim_29_0,virtsim_38_4,12,1.5,-0.005,False
361,virtsim_29_0,virtsim_24_2,8,1.0,-0.255,False
362,virtsim_29_0,virtsim_24_3,9,1.13,-0.19,False
363,virtsim_29_0,virtsim_26_3,11,1.38,-0.065,False
364,virtsim_29_0,virtsim_77_3,12,1.5,-0.005,False
365,virtsim_29_0,virtsim_24_4,9,1.13,-0.19,False
366,virtsim_29_0,virtsim_79_1,12,1.5,-0.005,False
